Ref_Date,GEO,FORCE,NORTH,Vector,Coordinate,Value
2014/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,525.8
2014/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,508.9
2014/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,515.5
2014/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,500.9
2014/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,525.7
2014/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,530.2
2014/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,515.6
2014/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,520.2
2014/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,482.8
2014/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,483.7
2014/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,460.2
2015/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,479.2
1987/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1987/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1987/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.4
1987/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.2
1987/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.9
1987/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.9
1987/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.7
1987/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.6
1987/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.4
1987/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.3
1987/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.2
1987/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.0
1988/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.1
1988/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
1988/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
1988/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1988/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1989/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1989/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
1989/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1989/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1989/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
1989/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1989/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1989/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.3
1989/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.3
1989/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
1989/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1989/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
1990/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
1990/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
1990/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.3
1990/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
1990/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
1990/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
1990/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
1990/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.1
1990/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.5
1990/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.8
1990/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.1
1990/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1991/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.8
1991/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.2
1991/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.5
1991/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.3
1991/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.2
1991/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.5
1991/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.5
1991/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.5
1991/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.3
1991/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.3
1991/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.4
1991/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.3
1992/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.4
1992/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.5
1992/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.9
1992/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.7
1992/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.9
1992/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.4
1992/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.3
1992/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.7
1992/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.6
1992/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.4
1992/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,12.1
1992/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.7
1993/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.2
1993/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.0
1993/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.2
1993/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.6
1993/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.6
1993/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.7
1993/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.6
1993/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.2
1993/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.5
1993/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.3
1993/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.2
1993/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.4
1994/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.4
1994/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,11.1
1994/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.6
1994/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.9
1994/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.7
1994/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.3
1994/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.1
1994/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.2
1994/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.1
1994/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,10.0
1994/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.7
1994/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.6
1995/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.6
1995/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.6
1995/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.7
1995/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1995/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1995/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1995/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.6
1995/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1995/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.2
1995/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.3
1995/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.2
1995/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.4
1996/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.4
1996/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1996/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.6
1996/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.3
1996/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.2
1996/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.8
1996/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.7
1996/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.4
1996/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.9
1996/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.9
1996/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.9
1996/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.7
1997/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1997/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.5
1997/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.3
1997/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.4
1997/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.4
1997/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,9.1
1997/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.9
1997/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.9
1997/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.8
1997/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.9
1997/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.9
1997/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.5
1998/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.8
1998/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.6
1998/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.4
1998/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.3
1998/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.3
1998/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.4
1998/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.3
1998/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.1
1998/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.2
1998/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.0
1998/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.0
1998/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.1
1999/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
1999/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
1999/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
1999/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.2
1999/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
1999/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
1999/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
1999/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
1999/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
1999/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
1999/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
1999/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.8
2000/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.8
2000/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2000/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2000/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.7
2000/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.6
2000/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.7
2000/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.8
2000/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2000/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2000/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2000/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2000/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.8
2001/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2001/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2001/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.1
2001/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.1
2001/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2001/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
2001/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.1
2001/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
2001/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
2001/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.3
2001/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
2001/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.1
2002/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,8.0
2002/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
2002/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
2002/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
2002/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
2002/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.7
2002/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
2002/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2002/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
2002/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
2002/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.5
2002/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
2003/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2003/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2003/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2003/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
2003/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
2003/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
2003/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
2003/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.8
2003/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.9
2003/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.6
2003/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2003/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2004/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.3
2004/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.4
2004/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.3
2004/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
2004/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.1
2004/06,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
2004/07,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2004/08,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2004/09,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2004/10,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.1
2004/11,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.2
2004/12,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.1
2005/01,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2005/02,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
2005/03,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.9
2005/04,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,6.8
2005/05,Canada,Unemployment rate,"Total, all industries",v13682111,1.4.1,7.0
