Ref_Date,GEOGRAPHY,JOBTENURE,INDUSTRY,SEX,Value
2014/12,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.8
2015/01,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.0
2010/01,Canada,Average tenure (months),Other services,Both sexes,93.6
2010/02,Canada,Average tenure (months),Other services,Both sexes,93.3
2010/03,Canada,Average tenure (months),Other services,Both sexes,89.9
2010/04,Canada,Average tenure (months),Other services,Both sexes,86.9
2010/05,Canada,Average tenure (months),Other services,Both sexes,87.6
2010/06,Canada,Average tenure (months),Other services,Both sexes,90.4
2010/07,Canada,Average tenure (months),Other services,Both sexes,87.0
2010/08,Canada,Average tenure (months),Other services,Both sexes,91.4
2010/09,Canada,Average tenure (months),Other services,Both sexes,98.1
2010/10,Canada,Average tenure (months),Other services,Both sexes,98.3
2010/11,Canada,Average tenure (months),Other services,Both sexes,99.2
2010/12,Canada,Average tenure (months),Other services,Both sexes,95.0
2011/01,Canada,Average tenure (months),Other services,Both sexes,98.5
2011/02,Canada,Average tenure (months),Other services,Both sexes,96.5
2011/03,Canada,Average tenure (months),Other services,Both sexes,96.6
2011/04,Canada,Average tenure (months),Other services,Both sexes,96.9
2011/05,Canada,Average tenure (months),Other services,Both sexes,99.2
2011/06,Canada,Average tenure (months),Other services,Both sexes,95.0
2011/07,Canada,Average tenure (months),Other services,Both sexes,92.5
2011/08,Canada,Average tenure (months),Other services,Both sexes,89.2
2011/09,Canada,Average tenure (months),Other services,Both sexes,93.8
2011/10,Canada,Average tenure (months),Other services,Both sexes,95.2
2011/11,Canada,Average tenure (months),Other services,Both sexes,96.4
2011/12,Canada,Average tenure (months),Other services,Both sexes,97.6
2012/01,Canada,Average tenure (months),Other services,Both sexes,97.6
2012/02,Canada,Average tenure (months),Other services,Both sexes,95.7
2012/03,Canada,Average tenure (months),Other services,Both sexes,92.3
2012/04,Canada,Average tenure (months),Other services,Both sexes,94.0
2012/05,Canada,Average tenure (months),Other services,Both sexes,91.4
2012/06,Canada,Average tenure (months),Other services,Both sexes,90.7
2012/07,Canada,Average tenure (months),Other services,Both sexes,90.5
2012/08,Canada,Average tenure (months),Other services,Both sexes,90.1
2012/09,Canada,Average tenure (months),Other services,Both sexes,93.5
2012/10,Canada,Average tenure (months),Other services,Both sexes,95.6
2012/11,Canada,Average tenure (months),Other services,Both sexes,92.7
2012/12,Canada,Average tenure (months),Other services,Both sexes,93.4
2013/01,Canada,Average tenure (months),Other services,Both sexes,91.8
2013/02,Canada,Average tenure (months),Other services,Both sexes,92.4
2013/03,Canada,Average tenure (months),Other services,Both sexes,93.5
2013/04,Canada,Average tenure (months),Other services,Both sexes,94.7
2013/05,Canada,Average tenure (months),Other services,Both sexes,94.7
2013/06,Canada,Average tenure (months),Other services,Both sexes,95.2
2013/07,Canada,Average tenure (months),Other services,Both sexes,93.4
2013/08,Canada,Average tenure (months),Other services,Both sexes,95.9
2013/09,Canada,Average tenure (months),Other services,Both sexes,98.3
2013/10,Canada,Average tenure (months),Other services,Both sexes,98.4
2013/11,Canada,Average tenure (months),Other services,Both sexes,95.5
2013/12,Canada,Average tenure (months),Other services,Both sexes,96.9
2014/01,Canada,Average tenure (months),Other services,Both sexes,94.8
2014/02,Canada,Average tenure (months),Other services,Both sexes,94.2
2014/03,Canada,Average tenure (months),Other services,Both sexes,95.3
2014/04,Canada,Average tenure (months),Other services,Both sexes,94.9
2014/05,Canada,Average tenure (months),Other services,Both sexes,94.7
2014/06,Canada,Average tenure (months),Other services,Both sexes,93.2
2014/07,Canada,Average tenure (months),Other services,Both sexes,90.7
2014/08,Canada,Average tenure (months),Other services,Both sexes,93.4
2014/09,Canada,Average tenure (months),Other services,Both sexes,94.2
2014/10,Canada,Average tenure (months),Other services,Both sexes,91.6
2014/11,Canada,Average tenure (months),Other services,Both sexes,92.8
2014/12,Canada,Average tenure (months),Other services,Both sexes,96.5
2015/01,Canada,Average tenure (months),Other services,Both sexes,95.4
2010/01,Canada,Average tenure (months),Public administration,Both sexes,137.9
2010/02,Canada,Average tenure (months),Public administration,Both sexes,132.5
2010/03,Canada,Average tenure (months),Public administration,Both sexes,133.3
2010/04,Canada,Average tenure (months),Public administration,Both sexes,133.1
2010/05,Canada,Average tenure (months),Public administration,Both sexes,131.5
2010/06,Canada,Average tenure (months),Public administration,Both sexes,128.3
2010/07,Canada,Average tenure (months),Public administration,Both sexes,126.9
2010/08,Canada,Average tenure (months),Public administration,Both sexes,129.1
2010/09,Canada,Average tenure (months),Public administration,Both sexes,134.7
2010/10,Canada,Average tenure (months),Public administration,Both sexes,138.2
2010/11,Canada,Average tenure (months),Public administration,Both sexes,135.7
2010/12,Canada,Average tenure (months),Public administration,Both sexes,137.9
2011/01,Canada,Average tenure (months),Public administration,Both sexes,139.7
2011/02,Canada,Average tenure (months),Public administration,Both sexes,138.9
2011/03,Canada,Average tenure (months),Public administration,Both sexes,137.4
2011/04,Canada,Average tenure (months),Public administration,Both sexes,137.6
2011/05,Canada,Average tenure (months),Public administration,Both sexes,133.0
2011/06,Canada,Average tenure (months),Public administration,Both sexes,130.6
2011/07,Canada,Average tenure (months),Public administration,Both sexes,128.0
2011/08,Canada,Average tenure (months),Public administration,Both sexes,130.3
2011/09,Canada,Average tenure (months),Public administration,Both sexes,137.3
2011/10,Canada,Average tenure (months),Public administration,Both sexes,137.8
2011/11,Canada,Average tenure (months),Public administration,Both sexes,137.4
2011/12,Canada,Average tenure (months),Public administration,Both sexes,141.5
2012/01,Canada,Average tenure (months),Public administration,Both sexes,142.7
2012/02,Canada,Average tenure (months),Public administration,Both sexes,141.3
2012/03,Canada,Average tenure (months),Public administration,Both sexes,140.6
2012/04,Canada,Average tenure (months),Public administration,Both sexes,140.2
2012/05,Canada,Average tenure (months),Public administration,Both sexes,136.5
2012/06,Canada,Average tenure (months),Public administration,Both sexes,133.5
2012/07,Canada,Average tenure (months),Public administration,Both sexes,133.3
2012/08,Canada,Average tenure (months),Public administration,Both sexes,135.7
2012/09,Canada,Average tenure (months),Public administration,Both sexes,139.3
2012/10,Canada,Average tenure (months),Public administration,Both sexes,141.4
2012/11,Canada,Average tenure (months),Public administration,Both sexes,141.6
2012/12,Canada,Average tenure (months),Public administration,Both sexes,142.1
2013/01,Canada,Average tenure (months),Public administration,Both sexes,139.5
2013/02,Canada,Average tenure (months),Public administration,Both sexes,141.1
2013/03,Canada,Average tenure (months),Public administration,Both sexes,139.7
2013/04,Canada,Average tenure (months),Public administration,Both sexes,142.4
2013/05,Canada,Average tenure (months),Public administration,Both sexes,135.4
2013/06,Canada,Average tenure (months),Public administration,Both sexes,139.0
2013/07,Canada,Average tenure (months),Public administration,Both sexes,137.0
2013/08,Canada,Average tenure (months),Public administration,Both sexes,136.6
2013/09,Canada,Average tenure (months),Public administration,Both sexes,141.4
2013/10,Canada,Average tenure (months),Public administration,Both sexes,140.5
2013/11,Canada,Average tenure (months),Public administration,Both sexes,143.7
2013/12,Canada,Average tenure (months),Public administration,Both sexes,145.2
2014/01,Canada,Average tenure (months),Public administration,Both sexes,144.3
2014/02,Canada,Average tenure (months),Public administration,Both sexes,143.0
2014/03,Canada,Average tenure (months),Public administration,Both sexes,141.7
2014/04,Canada,Average tenure (months),Public administration,Both sexes,142.5
2014/05,Canada,Average tenure (months),Public administration,Both sexes,138.0
2014/06,Canada,Average tenure (months),Public administration,Both sexes,131.1
2014/07,Canada,Average tenure (months),Public administration,Both sexes,128.3
2014/08,Canada,Average tenure (months),Public administration,Both sexes,129.3
2014/09,Canada,Average tenure (months),Public administration,Both sexes,136.6
2014/10,Canada,Average tenure (months),Public administration,Both sexes,136.9
2014/11,Canada,Average tenure (months),Public administration,Both sexes,139.5
2014/12,Canada,Average tenure (months),Public administration,Both sexes,137.9
2015/01,Canada,Average tenure (months),Public administration,Both sexes,139.0
